"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-3.059075,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-4.406889,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-6.708556,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-5.775631,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-5.272087,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-6.674922,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-4.09068,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-3.173219,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-4.393651,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-3.350415,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,-3.06547,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-4.106982,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-3.388299,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-3.653242,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-4.551931,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-6.242332,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-2.40688,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-2.402139,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.2030792,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.038373,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-1.625864,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-1.935848,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-5.749275,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-0.8434756,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,1.023443,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,-2.422675,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,0.3366998,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,-7.512383,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,-3.823124,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,-1.880823,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,0.6354859,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,-2.379062,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,-3.546464,,
"B6BLTT02","Current account balance as % of GDP","GBR","United Kingdom","STSA","Indicators in percentage","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,-2.506553,,
